ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-51GW/XBPc,,,CHIGO,1.275,Non Ducted,Single Split System,,Air,Air,China,2.2,3.825,5.1,,,,,,2.24,5.6,,2.31,2.571,True,100.0,,,,2.31,2.571,2.31,,,,,,,,,,,,Single,R407,New Zealand,20036,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.31,Available,2.0,1.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-30GW/XBPc,,,HYUNDAI,0.75,Non Ducted,Single Split System,,Air,Air,China,1.18,2.25,3.0,,,,,,1.38,3.6,,2.409,2.57,True,100.0,,,,2.409,2.57,2.409,,,,,,,,,,,,Single,R407,New Zealand,20043,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.409,Available,2.0,1.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-51GW/XBPc,,,HYUNDAI,1.275,Non Ducted,Single Split System,,Air,Air,China,2.2,3.825,5.1,,,,,,2.24,5.6,,2.31,2.571,True,100.0,,,,2.31,2.571,2.31,,,,,,,,,,,,Single,R407,New Zealand,20044,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.31,Available,2.0,1.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-2510GW/FZBPE,,,HISENSE,0.75,Non Ducted,Single Split System,,Air,Air,China,0.82,1.75,2.5,,,,,,1.0,3.2,,2.908,3.093,True,50.0,,,,,,3.062,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",20045,,2009-03-31,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.908,Available,4.0,3.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-70GW/c,,,JUSTLOGIC,0.0,Non Ducted,Single Split System,,Air,Air,China,2.9,7.0,7.0,,,,,,2.75,7.7,,2.38,2.93,False,,,,,,,2.38,,,,,,,,,,,,Single,R22,New Zealand,20071,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.38,Available,2.0,3.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-35GW/c,,,JUSTLOGIC,0.0,Non Ducted,Single Split System,,Air,Air,China,1.32,3.5,3.5,,,,,,1.34,3.8,,2.583,2.817,False,,,,,,,2.583,,,,,,,,,,,,Single,R22,New Zealand,20081,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.583,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR30GW/XBPC,,,JUSTLOGIC,0.0,Non Ducted,Single Split System,,Air,Air,China,1.18,3.0,3.0,,,,,,1.38,3.6,,2.409,2.57,True,100.0,,,,,,2.409,,,,,,,,,,,,Single,R407,New Zealand,20129,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.409,Available,2.0,1.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,ASW-H24B4/EUR,,,GENAIR,1.1932,Non Ducted,Single Split System,,Air,Air,China,2.09,4.0738,5.2,,,,,,2.2,5.7,,2.648,2.806,False,,,,,,,2.648,,,,,,,,,,,,Single,R407,New Zealand,20137,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.648,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,AUX ASW-H18B4/EUR,,,GENAIR,1.1932,Non Ducted,Single Split System,,Air,Air,China,2.09,4.0738,5.2,,,,,,2.2,5.7,,2.648,2.806,False,,,,,,,2.648,,,,,,,,,,,,Single,R407,New Zealand,20137,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.648,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,ASW-H18B/EUR,,,GENAIR,1.46,Non Ducted,Single Split System,,Air,Air,China,2.7,5.27,7.0,,,,,,2.8,7.7,,2.399,2.662,False,,,,,,,2.399,,,,,,,,,,,,Single,R407,New Zealand,20141,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.399,Available,2.0,2.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,GENAIR ASW-H24B/***,,,GENAIR,1.46,Non Ducted,Single Split System,,Air,Air,China,2.7,5.27,7.0,,,,,,2.8,7.7,,2.399,2.662,False,,,,,,,2.399,,,,,,,,,,,,Single,R407,New Zealand,20141,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.399,Available,2.0,2.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,LHHA09FSAAA,,,LUX AIRE,0.506,Non Ducted,Single Split System,,Air,Air,China,0.98,1.994,2.5,,,,,,0.98,2.75,,2.439,2.875,False,,,,,,,2.439,,,,,,,,,,,,Single,R22,New Zealand,20389,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.439,Available,2.0,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,LHHA12FSAAA,,,LUX AIRE,0.826,Non Ducted,Single Split System,,Air,Air,China,1.3,2.587,3.5,,,,,,1.35,3.85,,2.702,2.932,False,,,,,,,2.702,,,,,,,,,,,,Single,R22,New Zealand,20402,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.702,Available,3.0,3.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,MSH-12HRDN1,,,MIDEA,0.672,Non Ducted,Single Split System,,Air,Air,China,1.07,2.744,3.517,195.0,,,,265.0,1.12,4.102,,3.17,3.44,True,100.0,,,,,,3.17,,,,,,,,,,,,Single,R410A,New Zealand,20449,,2010-03-31,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,3.17,Unavailable,4.5,4.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,MSH-12HRDN1,,,FREEHEAT,0.672,Non Ducted,Single Split System,,Air,Air,China,1.07,2.744,3.517,195.0,,,,265.0,1.12,4.102,,3.17,3.44,True,100.0,,,,,,3.17,,,,,,,,,,,,Single,R410A,New Zealand,20469,,2010-03-31,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,3.17,Unavailable,4.5,4.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,MSH-18HRIN1,,,FREEHEAT,1.261,Non Ducted,Single Split System,,Air,Air,China,1.64,3.974,5.2,225.0,,,,292.0,1.72,6.2,,3.12,3.51,True,100.0,,,,,,3.12,,,,,,,,,,,,Single,R410A,New Zealand,20471,,2010-03-31,Superseded,Reverse Cycle,920.0,Class 4,,,,,,,,3.12,Unavailable,4.5,5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,7001,,,HISENSE,2.035,Non Ducted,Single Split System,,Air,Air,China,2.7,4.662,7.0,,,,,,2.82,8.2,,2.458,2.752,False,,,,,,,2.458,,,,,,,,,,,,Single,R22,"Australia,New Zealand",20473,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.458,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,4802,,,HISENSE,1.4,Non Ducted,Single Split System,,Air,Air,China,1.72,3.5,4.8,,,,,,2.05,6.0,,2.623,2.774,False,,,,,,,2.623,,,,,,,,,,,,Single,R22,"Australia,New Zealand",20501,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.623,Available,3.0,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,3302,,,HISENSE,1.15,Non Ducted,Single Split System,,Air,Air,China,1.18,2.25,3.3,,,,,,1.25,3.65,,2.628,2.769,False,,,,,,,2.628,,,,,,,,,,,,Single,R22,"Australia,New Zealand",20502,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.628,Available,3.0,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,2501,,,HISENSE,0.65,Non Ducted,Single Split System,,Air,Air,China,0.85,1.95,2.5,,,,,,0.95,3.0,,2.764,2.968,False,,,,,,,2.764,,,,,,,,,,,,Single,R22,"Australia,New Zealand",20503,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.764,Available,3.5,3.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/W1,,,MILANO,0.8,Non Ducted,Single Split System,,Air,Air,China,1.28,2.7,3.5,900.0,,,,285.0,1.33,4.0,,2.702,3.06,False,,,,,,,2.702,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21380,,2006-06-16,Superseded,Reverse Cycle,201.0,Class 3,,,,,,,,2.702,Available,3,3.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-35GW/T1,,,MILANO,0.8,Non Ducted,Single Split System,,Air,Air,China,1.28,2.7,3.5,900.0,,,,285.0,1.33,4.0,,2.703,3.06,False,,,,,,,2.703,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21383,,2006-06-16,Superseded,Reverse Cycle,201.0,Class 3,,,,,,,,2.703,Available,3,3.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-60GW/A,,,MILANO,1.63,Non Ducted,Single Split System,,Air,Air,China,2.48,4.37,6.0,1014.0,,,,320.0,2.35,6.4,,2.35,2.66,False,,,,,,,2.35,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21385,,2006-06-16,Superseded,Reverse Cycle,195.0,Class 4,,,,,,,,2.35,Available,2,2,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-50GW/W1,,,MILANO,1.42,Non Ducted,Single Split System,,Air,Air,China,1.9,3.58,5.0,1014.0,,,,320.0,2.0,5.3,,2.72,2.68,False,,,,,,,2.72,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21386,,2006-06-16,Superseded,Reverse Cycle,195.0,Class 4,,,,,,,,2.72,Available,3,2,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-70GW/W,,,MILANO,2.12,Non Ducted,Single Split System,,Air,Air,China,2.75,4.88,7.0,218.0,,,,330.0,2.75,7.0,,2.46,2.61,False,,,,,,,2.46,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21387,,2006-06-16,Superseded,Reverse Cycle,1080.0,Class 4,,,,,,,,2.46,Available,2.5,2,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-83GW,,,MILANO,0.58,Non Ducted,Single Split System,,Air,Air,China,3.4,7.72,8.3,204.0,,,,360.0,4.1,9.8,,2.384,2.387,False,,,,,,,2.384,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21388,,2006-06-16,Superseded,Reverse Cycle,1220.0,Class 4,,,,,,,,2.384,Available,2,1,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,AS-12HR4FD,,,MILANO,0.8,Non Ducted,Single Split System,,Air,Air,China,1.27,2.7,3.5,168.0,,,,270.0,1.3,3.9,,2.57,2.95,False,,,,,,,2.57,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21389,,2006-06-16,Superseded,Reverse Cycle,890.0,Class 3,,,,,,,,2.57,Available,2.5,3,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,AS-12HR4FM,,,MILANO,0.8,Non Ducted,Single Split System,,Air,Air,China,1.27,2.7,3.5,168.0,,,,270.0,1.3,3.9,,2.57,2.95,False,,,,,,,2.57,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21389,,2006-06-16,Superseded,Reverse Cycle,890.0,Class 3,,,,,,,,2.57,Available,2.5,3,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,AS-12HR4FV,,,MILANO,0.8,Non Ducted,Single Split System,,Air,Air,China,1.27,2.7,3.5,168.0,,,,270.0,1.3,3.9,,2.57,2.95,False,,,,,,,2.57,,,,,,,,,,,,Single,R22,"Australia,New Zealand",21389,,2006-06-16,Superseded,Reverse Cycle,890.0,Class 3,,,,,,,,2.57,Available,2.5,3,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-4010GW/FBPE,,,HISENSE,1.2,Non Ducted,Single Split System,,Air,Air,China,1.4,2.8,4.0,,,,,,1.6,4.8,,2.703,2.901,True,50.0,,,,,,2.73,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",21886,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.703,Available,3.0,3.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-3510GW/FBPE,,,HISENSE,1.05,Non Ducted,Single Split System,,Air,Air,China,1.2,2.45,3.5,,,,,,1.4,4.2,,2.798,2.9,True,50.0,,,,,,2.826,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",22027,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.798,Available,3.5,3.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-2610GW/FBPE,,,HISENSE,0.8,Non Ducted,Single Split System,,Air,Air,China,0.9,1.8,2.6,,,,,,1.1,3.4,,2.771,2.977,True,50.0,,,,,,2.89,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",22060,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.771,Available,3.5,3.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-2606GW/BPE,,,HISENSE,0.8,Non Ducted,Single Split System,,Air,Air,China,0.96,1.8,2.6,,,,,,1.26,3.6,,2.601,2.751,True,50.0,,,,,,2.631,,,,,,,,,,,,Single,R22,"Australia,New Zealand",22071,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.601,Available,3.0,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,KFR-3206GW/BPE,,,HISENSE,0.78,Non Ducted,Single Split System,,Air,Air,China,1.15,2.2,3.0,,,,,,1.4,4.0,,2.669,2.752,True,50.0,,,,,,2.674,,,,,,,,,,,,Single,R22,"Australia,New Zealand",22074,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.669,Available,3.0,2.5,,,False,,
AS/NZS 3823.2:2005 (Legacy),2006,AS/NZS 3823.1.3:2005,LHHA18FSAAA,,,LUX AIRE,1.3,Non Ducted,Single Split System,,,Air,China,2.0,4.0,5.3,,,,,,2.0,5.8,N/A (simulation test),2.567,2.736,False,,,,,,,2.567,,,,,,,,,,,N/A (simulation test),Single,R22,New Zealand,22107,,2006-07-01,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.567,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001/Amdt 2:2003,KFR-35GW/CX,,,LITTLESWAN,1.23,Non Ducted,Single Split System,,Air,Air,China,1.3,2.19,3.5,240.0,,,,270.0,1.3,3.5,,2.637,2.742,False,,,,,,,2.637,,,,,,,,,,,,Single,R22,"Australia,New Zealand",22157,,2007-09-30,Superseded,Reverse Cycle,300.0,Class 3,,,,,,,,2.637,Available,3.0,2.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-35GW/AF2BP,,,INTERFRIDGE,0.7,Non Ducted,Single Split System,,Air,Air,China,1.0,2.8,3.5,,,,,,1.1,3.8,,3.67,3.32,True,100.0,,,,,,3.67,,,,,,,,,,,,Single,R410A,New Zealand,22489,,2010-03-31,Superseded,Reverse Cycle,,Class 3,,,,,,,,3.67,Unavailable,5.5,3,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW09-6CREN,,,IDI,0.7,Non Ducted,Single Split System,,Air,Air,China,0.95,1.8,2.5,200.0,,,,275.0,0.98,2.8,,2.51,2.8,False,,,,,,,2.51,,,,,,,,,,,,Single,R407C,New Zealand,22519,,2006-06-16,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,2.51,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW09-6CREN-EQ,,,IDI,0.7,Non Ducted,Single Split System,,Air,Air,China,0.95,1.8,2.5,200.0,,,,275.0,0.98,2.8,,2.51,2.8,False,,,,,,,2.51,,,,,,,,,,,,Single,R407C,New Zealand,22519,,2006-06-16,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,2.51,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW12-6AREN,,,IDI,1.0,Non Ducted,Single Split System,,Air,Air,China,1.28,2.5,3.5,200.0,,,,275.0,1.3,3.8,,2.6,2.8,False,,,,,,,2.6,,,,,,,,,,,,Single,R407C,New Zealand,22685,,2006-06-16,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,2.6,Available,3,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW12-6AREN-EQ,,,IDI,1.0,Non Ducted,Single Split System,,Air,Air,China,1.28,2.5,3.5,200.0,,,,275.0,1.3,3.8,,2.6,2.8,False,,,,,,,2.6,,,,,,,,,,,,Single,R407C,New Zealand,22685,,2006-06-16,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,2.6,Available,3,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-26GW/AF2BP,,,INTERFRIDGE,0.2,Non Ducted,Single Split System,,Air,Air,China,0.8,2.4,2.6,,,,,,0.9,3.0,,3.23,3.59,True,100.0,,,,,,3.23,,,,,,,,,,,,Single,R410A,New Zealand,22748,,2010-03-31,Superseded,Reverse Cycle,,Class 3,,,,,,,,3.23,Unavailable,5,5,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-50GW/AF2BP,,,INTERFRIDGE,1.5,Non Ducted,Single Split System,,Air,Air,China,1.6,3.5,5.0,,,,,,1.66,5.5,,3.06,3.1,True,100.0,,,,,,3.06,,,,,,,,,,,,Single,R410A,New Zealand,22749,,2010-03-31,Superseded,Reverse Cycle,,Class 4,,,,,,,,3.06,Unavailable,4.5,3.5,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-50QW/A,,,INTERFRIDGE,0.8,Non Ducted,Single Split System,,Air,Air,China,1.635,4.2,5.0,,,,,,1.8,5.5,,3.16,3.46,True,100.0,,,,,,3.16,,,,,,,,,,,,Single,R410A,New Zealand,22771,,2010-03-31,Superseded,Reverse Cycle,,Class 4,,,,,,,,3.16,Unavailable,4.5,4.5,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-70NW/A,,,INTERFRIDGE,2.0,Ducted,Single Split System,,Air,Air,China,2.66,5.0,7.0,,,,,,2.66,7.5,,2.63,3.21,True,100.0,,,,,,2.63,,,,,,,,,,,,Single,R410A,New Zealand,22772,,2010-03-31,Superseded,Reverse Cycle,,Class 6,,,,,,,,2.63,Unavailable,3,4,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-120QW/A,,,INTERFRIDGE,4.8,Non Ducted,Single Split System,,Air,Air,China,4.35,7.2,12.0,,,,,,4.7,13.0,,2.76,2.85,True,100.0,,,,,,2.76,,,,,,,,,,,,Three,R407C,New Zealand,22773,,2010-03-31,Superseded,Reverse Cycle,,Class 5,,,,,,,,2.76,Unavailable,3.5,2.5,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.1:1998,KFR-120NW/A,,,INTERFRIDGE,3.66,Ducted,Single Split System,,Air,Air,China,4.35,8.34,12.0,,,,,,4.8,13.0,,2.78,3.04,True,100.0,,,,,,2.78,,,,,,,,,,,,Three,R410A,New Zealand,22774,,2010-03-31,Superseded,Reverse Cycle,,Class 7,,,,,,,,2.78,Unavailable,3.5,3.5,http://www.cowleyservices.co.nz/,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW18-6AREN,,,IDI,1.2,Non Ducted,Single Split System,,Air,Air,China,2.05,3.9,5.1,198.0,,,,320.0,2.1,5.6,,2.48,2.7,False,,,,,,,2.48,,,,,,,,,,,,Single,R407C,New Zealand,22930,,2006-06-16,Superseded,Reverse Cycle,1000.0,Class 4,,,,,,,,2.48,Available,2.5,2.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW18-6AREN-EQ,,,IDI,1.2,Non Ducted,Single Split System,,Air,Air,China,2.05,3.9,5.1,198.0,,,,320.0,2.1,5.6,,2.48,2.7,False,,,,,,,2.48,,,,,,,,,,,,Single,R407C,New Zealand,22930,,2006-06-16,Superseded,Reverse Cycle,1000.0,Class 4,,,,,,,,2.48,Available,2.5,2.0,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW24-9AREN,,,IDI,2.0,Non Ducted,Single Split System,,Air,Air,China,2.56,4.5,6.5,215.0,,,,320.0,2.59,7.0,,2.5,2.61,False,,,,,,,2.5,,,,,,,,,,,,Single,R407C,New Zealand,22962,,2006-06-16,Superseded,Reverse Cycle,1035.0,Class 4,,,,,,,,2.5,Available,2.5,2,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-35GW/X1c,,,EXPERTAIR,0.68,Non Ducted,Single Split System,,Air,Air,China,1.32,2.807,3.5,,,,,,1.28,3.6,,2.74,2.94,False,,,,,,,2.74,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",22996,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.74,Available,3,3,,,False,,
AS/NZS 3823.2:2003 (Legacy),2007,AS/NZS 3823.1.2:2001,KFR-51GW/X1c,,,EXPERTAIR,1.3,Non Ducted,Single Split System,,Air,Air,China,1.94,4.058,5.1,,,,,,1.91,5.6,,2.83,3.17,False,,,,,,,2.83,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",22997,,2010-03-31,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.83,Unavailable,3.5,3.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-66GW/AX1c,,,EXPERTAIR,2.1,Non Ducted,Single Split System,,Air,Air,China,2.48,4.794,6.6,,,,,,2.46,7.26,,2.49,2.69,False,,,,,,,2.49,,,,,,,,,,,,Single,R410A,"Australia,New Zealand",22999,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.49,Available,2.5,2,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-35GW/c,,,MILANO,0.684,Non Ducted,Single Split System,,Air,Air,China,1.32,2.8,3.5,,,,,,1.34,3.8,,2.583,2.817,False,,,,,,,2.583,,,,,,,,,,,,Single,R22,"Australia,New Zealand",23000,,2006-06-16,Superseded,Reverse Cycle,,Class 3,,,,,,,,2.583,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.2:2001,KFR-61GW/c,,,MILANO,1.63,Non Ducted,Single Split System,,Air,Air,China,2.32,4.195,6.1,,,,,,2.3,6.4,,2.544,2.686,False,,,,,,,2.544,,,,,,,,,,,,Single,R22,"Australia,New Zealand",23001,,2006-06-16,Superseded,Reverse Cycle,,Class 4,,,,,,,,2.544,Available,2.5,2,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MCS32-1ARFN,,,IDI,3.0,Non Ducted,Single Split System,,Air,Air,China,3.42,5.5,8.5,1400.0,,,,140.0,3.45,9.5,,2.48,2.8,False,,,,,,,2.48,,,,,,,,,,,,Single,R407C,New Zealand,23047,,2006-06-16,Superseded,Reverse Cycle,1400.0,Class 4,,,,,,,,2.48,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MCS42-1ARFN,,,IDI,4.0,Non Ducted,Single Split System,,Air,Air,China,4.5,8.0,12.0,1400.0,,,,140.0,4.55,12.5,,2.64,2.79,False,,,,,,,2.64,,,,,,,,,,,,Single,R407C,New Zealand,23048,,2006-06-16,Superseded,Reverse Cycle,1400.0,Class 5,,,,,,,,2.64,Available,3,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW09-6CREN,,,IDI,0.7,Non Ducted,Single Split System,,Air,Air,China,0.95,1.8,2.5,200.0,,,,275.0,0.98,2.8,,2.51,2.8,False,,,,,,,2.51,,,,,,,,,,,,Single,R407C,New Zealand,23125,,2006-06-16,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,2.51,Available,2.5,2.5,,,False,,
AS/NZS 3823.2:2003 (Legacy),2004,AS/NZS 3823.1.1:1998,MSW12-6AREN,,,IDI,1.0,Non Ducted,Single Split System,,Air,Air,China,1.28,2.5,3.5,200.0,,,,275.0,1.3,3.8,,2.6,2.8,False,,,,,,,2.6,,,,,,,,,,,,Single,R407C,New Zealand,23126,,2006-06-16,Superseded,Reverse Cycle,790.0,Class 3,,,,,,,,2.6,Available,3,2.5,,,False,,
